case,fpr,tpr_mean,tpr_std,auc_mean,auc_std,n_seeds
mixed_in,0.342,0.7252863928471641,0.015311335587631005,0.7853321650225626,0.006984545991167514,15
mixed_in,0.34400000000000003,0.7269069572506288,0.01474637268337348,0.7853321650225626,0.006984545991167514,15
mixed_in,0.34600000000000003,0.7269069572506288,0.01474637268337348,0.7853321650225626,0.006984545991167514,15
mixed_in,0.34800000000000003,0.7293657446214026,0.013217606481200527,0.7853321650225626,0.006984545991167514,15
mixed_in,0.35000000000000003,0.7318245319921765,0.013842837727196841,0.7853321650225626,0.006984545991167514,15
mixed_in,0.352,0.7340039117071808,0.012648250993721227,0.7853321650225626,0.006984545991167514,15
mixed_in,0.354,0.7354009499860297,0.013308723685144856,0.7853321650225626,0.006984545991167514,15
mixed_in,0.356,0.7367979882648784,0.01303250279326112,0.7853321650225626,0.006984545991167514,15
mixed_in,0.358,0.7387538418552668,0.012095479643427427,0.7853321650225626,0.006984545991167514,15
mixed_in,0.36,0.7387538418552668,0.012095479643427427,0.7853321650225626,0.006984545991167514,15
mixed_in,0.362,0.7398714724783457,0.012048918599438197,0.7853321650225626,0.006984545991167514,15
mixed_in,0.364,0.7436155350656608,0.012413500740433642,0.7853321650225626,0.006984545991167514,15
mixed_in,0.366,0.7449008102822017,0.011982647420273673,0.7853321650225626,0.006984545991167514,15
mixed_in,0.368,0.7460743224364348,0.011458303225857355,0.7853321650225626,0.006984545991167514,15
mixed_in,0.37,0.7477507683710534,0.0115924212692846,0.7853321650225626,0.006984545991167514,15
mixed_in,0.372,0.7477507683710534,0.0115924212692846,0.7853321650225626,0.006984545991167514,15
mixed_in,0.374,0.7487566359318246,0.011433749106104826,0.7853321650225626,0.006984545991167514,15
mixed_in,0.376,0.7502095557418273,0.011778946626766758,0.7853321650225626,0.006984545991167514,15
mixed_in,0.378,0.7509360156468288,0.012096254142407533,0.7853321650225626,0.006984545991167514,15
mixed_in,0.38,0.7527242246437551,0.011598615312987616,0.7853321650225626,0.006984545991167514,15
mixed_in,0.382,0.7542889075160659,0.011573819248728365,0.7853321650225626,0.006984545991167514,15
mixed_in,0.384,0.7542889075160659,0.011573819248728365,0.7853321650225626,0.006984545991167514,15
mixed_in,0.386,0.7559653534506846,0.012371923642255075,0.7853321650225626,0.006984545991167514,15
mixed_in,0.388,0.7576976809164573,0.012791134781176945,0.7853321650225626,0.006984545991167514,15
mixed_in,0.39,0.7592064822576139,0.011672954990019817,0.7853321650225626,0.006984545991167514,15
mixed_in,0.392,0.760156468287231,0.011174350206033194,0.7853321650225626,0.006984545991167514,15
mixed_in,0.394,0.7616093880972338,0.01057977743462542,0.7853321650225626,0.006984545991167514,15
mixed_in,0.396,0.7616093880972338,0.01057977743462542,0.7853321650225626,0.006984545991167514,15
mixed_in,0.398,0.7628946633137748,0.010650673871113988,0.7853321650225626,0.006984545991167514,15
mixed_in,0.4,0.7645152277172397,0.010727798634648237,0.7853321650225626,0.006984545991167514,15
mixed_in,0.402,0.766303436714166,0.011221757260129606,0.7853321650225626,0.006984545991167514,15
mixed_in,0.404,0.7670857781503213,0.01145993829660448,0.7853321650225626,0.006984545991167514,15
