job_id,mode,distance,level,seed,ratio,accuracy,precision,recall,f1,f2,auc,auc_pr
manual_20260505_095324,mixed,dtw,in_domain,0,0.1,0.7990430622009569,0.16468946266573622,0.7892976588628763,0.27251732101616627,0.4488398630658045,0.8708467738999367,0.641094336963631
manual_20260506_154802,mixed,dtw,in_domain,0,0.5,0.8349282296650717,0.18493150684931506,0.7224080267558528,0.294478527607362,0.4568527918781726,0.8289665378202002,0.5124427382128832
manual_20260505_144409,mixed,dtw,in_domain,1,0.1,0.6778309409888357,0.10363887609396591,0.7525083612040134,0.18218623481781376,0.33412533412533413,0.78617890596075,0.3153360560791323
manual_20260505_102332,mixed,dtw,in_domain,1,0.5,0.6866028708133971,0.08515936254980079,0.5719063545150501,0.1482444733420026,0.26685393258426965,0.6938704294838655,0.22175609842169075
manual_20260505_102333,mixed,dtw,in_domain,3,0.1,0.6480063795853269,0.09125964010282776,0.7123745819397993,0.16179263197873148,0.301699716713881,0.7404814462768486,0.24525541938377832
manual_20260506_154805,mixed,dtw,in_domain,3,0.5,0.6641148325358852,0.07800093414292386,0.5585284280936454,0.13688524590163934,0.25022475277195083,0.6599915197703056,0.18637170811324288
manual_20260505_102334,mixed,dtw,in_domain,7,0.1,0.8022328548644339,0.1702873160476524,0.8127090301003345,0.28157589803012745,0.4632100648112848,0.8715710101611523,0.7170004708519613
manual_20260505_155251,mixed,dtw,in_domain,7,0.5,0.7575757575757576,0.11962616822429907,0.6421404682274248,0.20168067226890757,0.3427347375937166,0.7703818175809614,0.3564730122060964
manual_20260505_105339,mixed,dtw,in_domain,13,0.1,0.6921850079744817,0.11442080378250591,0.8093645484949833,0.20049710024855014,0.36544850498338866,0.8179349576464618,0.406969129262356
manual_20260505_105340,mixed,dtw,in_domain,13,0.5,0.6178628389154704,0.07291242362525459,0.5986622073578596,0.1299927378358751,0.24513831826896745,0.6559244822662937,0.08148456883374619
manual_20260505_105340,mixed,dtw,in_domain,42,0.1,0.6953748006379585,0.11218103033220991,0.7792642140468228,0.19612794612794612,0.35594256034219374,0.8063639810925607,0.3471761710680053
manual_20260506_010326,mixed,dtw,in_domain,42,0.5,0.7049441786283892,0.09461578672242552,0.6053511705685619,0.16365280289330922,0.29109038275972987,0.7076930918615001,0.22577043176303757
14897175,mixed,dtw,in_domain,99,0.1,0.6960127591706539,0.11239749155812831,0.7792642140468228,0.19645868465430016,0.35637809727745484,0.7998895441680496,0.3259109246544714
14897220,mixed,dtw,in_domain,99,0.5,0.8810207336523126,0.2535832414553473,0.7692307692307693,0.3814262023217247,0.5468378506894912,0.8637057931619326,0.6655919159735871
manual_20260505_162258,mixed,dtw,in_domain,123,0.1,0.7625199362041467,0.1437125748502994,0.802675585284281,0.24377856780091417,0.41870202372644805,0.8607080263637682,0.587563854654362
manual_20260506_154805,mixed,dtw,in_domain,123,0.5,0.6036682615629984,0.07069913589945012,0.6020066889632107,0.1265377855887522,0.24051309460181722,0.6507691299474775,0.07975966121597271
manual_20260505_164132,mixed,dtw,in_domain,256,0.1,0.7674641148325358,0.14599877825290164,0.7993311036789298,0.246900826446281,0.42181433109777616,0.8598403991645238,0.6025260684557924
manual_20260506_154805,mixed,dtw,in_domain,256,0.5,0.7880382775119618,0.14086471408647142,0.6755852842809364,0.23312175418349682,0.3840304182509506,0.7988802063933315,0.40510636750104423
manual_20260505_115355,mixed,dtw,in_domain,512,0.1,0.7577352472089314,0.142018779342723,0.8093645484949833,0.2416375436844733,0.41724137931034483,0.853102145318874,0.5159001356836663
manual_20260505_115355,mixed,dtw,in_domain,512,0.5,0.5910685805422647,0.06625813864419762,0.5785953177257525,0.11890034364261168,0.2272130286314683,0.6245297085299124,0.0695009951557187
14899298,mixed,dtw,in_domain,777,0.1,0.7813397129186603,0.15419354838709678,0.7993311036789298,0.2585181179015684,0.43517844136926437,0.857486211224934,0.594756547287047
manual_20260505_122403,mixed,dtw,in_domain,999,0.1,0.703030303030303,0.11521418020679468,0.782608695652174,0.20085836909871244,0.362565850635265,0.8067319804921109,0.3251362001329823
manual_20260506_154806,mixed,dtw,in_domain,999,0.5,0.8555023923444977,0.199207135777998,0.6722408026755853,0.3073394495412844,0.45578231292517,0.8310574689595027,0.4937988959479455
manual_20260505_174414,mixed,dtw,in_domain,1337,0.1,0.6799043062200957,0.10462962962962963,0.7558528428093646,0.1838145587637251,0.3367103694874851,0.785069306553582,0.3209371655361464
manual_20260506_154805,mixed,dtw,in_domain,1337,0.5,0.7125996810207337,0.0966183574879227,0.6020066889632107,0.16651248843663274,0.2942137953579601,0.7158176448150453,0.25862514662017594
manual_20260505_195316,mixed,dtw,in_domain,2024,0.1,0.818341307814992,0.18085106382978725,0.7959866220735786,0.29473684210526313,0.4737261146496815,0.8760497364911453,0.700735329555067
manual_20260506_042306,mixed,dtw,in_domain,2024,0.5,0.8704944178628389,0.2297154899894626,0.7290969899665551,0.34935897435897434,0.5081585081585082,0.8516917610143566,0.5771772074060251
manual_20260504_232119,mixed,dtw,out_domain,0,0.1,0.8573053794896799,0.20759962928637626,0.9068825910931174,0.3378582202111614,0.5418480890179004,0.9487565654086766,0.8037951490593349
manual_20260506_154808,mixed,dtw,out_domain,0,0.5,0.9249146757679181,0.3263327948303716,0.8178137651821862,0.4665127020785219,0.6285003111387678,0.9414415587798587,0.750892668249904
manual_20260504_235125,mixed,dtw,out_domain,1,0.1,0.7464651389566065,0.11764705882352941,0.8178137651821862,0.20570264765784113,0.37338262476894635,0.8624537456590496,0.399705257342207
manual_20260504_235125,mixed,dtw,out_domain,1,0.5,0.7588168373151308,0.1073015873015873,0.6842105263157895,0.18551042810098792,0.3296917674600078,0.8047151664882072,0.322818534581394
manual_20260504_235126,mixed,dtw,out_domain,3,0.1,0.7485779294653014,0.12032710280373832,0.8340080971659919,0.21031138335885655,0.3814814814814815,0.878619286500656,0.45522653595877377
manual_20260506_154808,mixed,dtw,out_domain,3,0.5,0.7495530635462376,0.10257985257985258,0.6761133603238867,0.17813333333333334,0.3191896024464832,0.7893119054115009,0.25266183890393834
manual_20260505_002131,mixed,dtw,out_domain,7,0.1,0.8420282788883472,0.19096334185848252,0.9068825910931174,0.3154929577464789,0.5182785747339195,0.9446606826791119,0.7665890717854157
manual_20260506_154809,mixed,dtw,out_domain,7,0.5,0.9627823825776044,0.5214285714285715,0.8866396761133604,0.656671664167916,0.7776988636363638,0.9585462392598758,0.8480835928719972
manual_20260505_144207,mixed,dtw,out_domain,13,0.1,0.7802697870957257,0.1433182698515171,0.8987854251012146,0.24721603563474387,0.4375246353961371,0.9066474634318219,0.43543865109816593
manual_20260505_005140,mixed,dtw,out_domain,13,0.5,0.8010726474890297,0.13571961222967935,0.7368421052631579,0.22921914357682618,0.390725633319021,0.8407493374609777,0.38888588535395874
manual_20260505_005140,mixed,dtw,out_domain,42,0.1,0.7133105802047781,0.09973614775725594,0.7651821862348178,0.17647058823529413,0.32778355879292403,0.8171255197829422,0.23345325611385928
manual_20260505_005140,mixed,dtw,out_domain,42,0.5,0.7948967983097676,0.12983223924142961,0.7206477732793523,0.2200247218788628,0.3772785078423061,0.8395819251951285,0.3829760826736115
14897281,mixed,dtw,out_domain,99,0.1,0.7723061921014139,0.13295165394402036,0.8461538461538461,0.2297965915338098,0.408203125,0.8757333172468538,0.42834314124793804
14897311,mixed,dtw,out_domain,99,0.5,0.9359661953518609,0.37349397590361444,0.8785425101214575,0.5241545893719807,0.691523263224984,0.9316998701656588,0.8123028406190379
manual_20260505_070008,mixed,dtw,out_domain,123,0.1,0.7549163009913863,0.12625963248369887,0.8623481781376519,0.2202688728024819,0.3981308411214953,0.8813366219215757,0.4045903746862571
manual_20260505_012147,mixed,dtw,out_domain,123,0.5,0.7438647814074435,0.09702850212249849,0.6477732793522267,0.16877637130801687,0.30337504740235116,0.7847725019913873,0.25568524683680954
manual_20260505_012148,mixed,dtw,out_domain,256,0.1,0.8352023403217943,0.1848808545603944,0.9109311740890689,0.3073770491803279,0.5102040816326531,0.9434596807473632,0.7530522049451209
manual_20260506_154802,mixed,dtw,out_domain,256,0.5,0.853567365512758,0.18313953488372092,0.7651821862348178,0.2955433932759969,0.4678217821782178,0.8943365081280136,0.573626336779169
manual_20260506_154801,mixed,dtw,out_domain,512,0.1,0.7690557451649602,0.13449564134495642,0.8744939271255061,0.2331354560172693,0.4163454124903624,0.903230914557487,0.5209273763711003
manual_20260505_162228,mixed,dtw,out_domain,512,0.5,0.6814562002275313,0.07787087235091178,0.6396761133603239,0.13884007029876977,0.26184951939012263,0.7248828131962144,0.09014496531788971
14899482,mixed,dtw,out_domain,777,0.1,0.8456037705184463,0.19247594050743658,0.8906882591093117,0.31654676258992803,0.5161895823557016,0.9201525656335218,0.6979603657394328
manual_20260505_164733,mixed,dtw,out_domain,999,0.1,0.7615797172111165,0.12940461725394897,0.8623481781376519,0.22503961965134706,0.40432801822323455,0.888638603986065,0.46317389501105544
manual_20260505_022202,mixed,dtw,out_domain,999,0.5,0.9037867706809687,0.27212681638044917,0.8340080971659919,0.4103585657370518,0.5902578796561604,0.9261370101906933,0.6804541512380256
manual_20260505_025209,mixed,dtw,out_domain,1337,0.1,0.8080611084024053,0.16110304789550073,0.8987854251012146,0.2732307692307692,0.4691462383770076,0.9289160409163262,0.6227312400227258
