metric,group,intra,inter,nn
mmd,friendly,0.02285668585035536,0.051569846853033285,0.006845295429229736
mmd,hard,0.08047538333468968,0.12446976156977864,0.04003044366836548
wasserstein,friendly,0.1174864235867005,0.22114528346484041,0.07356406876284154
wasserstein,hard,0.4099855366013618,0.44080530615046615,0.28494391856726725
dtw,friendly,1.9659099286419104,5.026911147027111,1.6439821441832752
dtw,hard,12.999380490734438,12.75505782552072,9.5979952140483
