job_id,mode,distance,level,seed,ratio,accuracy,precision,recall,f1,f2,auc,auc_pr
14961344,mixed,dtw,in_domain,0,0.1,0.9845295055821371,1.0,0.6755852842809364,0.8063872255489022,0.7224606580829757,0.8495840262495036,0.7214906938958918
14961344,mixed,dtw,in_domain,0,0.5,0.9843700159489633,0.9950738916256158,0.6755852842809364,0.8047808764940239,0.7219442458899215,0.8553689544056027,0.7328345552860535
14961344,mixed,dtw,in_domain,1,0.1,0.9843700159489633,0.9950738916256158,0.6755852842809364,0.8047808764940239,0.7219442458899215,0.8534337368630656,0.722059953174677
14961344,mixed,dtw,in_domain,1,0.5,0.9832535885167464,0.9948979591836735,0.6521739130434783,0.7878787878787878,0.7004310344827587,0.8566096220920625,0.7330800742988391
14961344,mixed,dtw,in_domain,3,0.1,0.9842105263157894,1.0,0.6688963210702341,0.8016032064128257,0.7163323782234957,0.8627645100706929,0.7262662829806409
14962603,mixed,dtw,in_domain,3,0.5,0.9837320574162679,0.9758454106280193,0.6755852842809364,0.7984189723320159,0.7198859586600144,0.8534068510621853,0.7317695193649234
14962603,mixed,dtw,in_domain,7,0.1,0.9838915470494418,0.9805825242718447,0.6755852842809364,0.8,0.7203994293865906,0.8369000895633242,0.7197342988306515
14961356,mixed,dtw,in_domain,7,0.5,0.9840510366826156,0.9853658536585366,0.6755852842809364,0.8015873015873016,0.7209136331192005,0.8547942704117841,0.7305609987957433
14961356,mixed,dtw,in_domain,13,0.1,0.9843700159489633,0.9950738916256158,0.6755852842809364,0.8047808764940239,0.7219442458899215,0.8465296872453201,0.7251198530547717
14961356,mixed,dtw,in_domain,13,0.5,0.9840510366826156,0.9853658536585366,0.6755852842809364,0.8015873015873016,0.7209136331192005,0.8589083580673365,0.7290724474173474
14961356,mixed,dtw,in_domain,42,0.1,0.9845295055821371,1.0,0.6755852842809364,0.8063872255489022,0.7224606580829757,0.8447028530875822,0.7221446846527912
14961356,mixed,dtw,in_domain,42,0.5,0.9843700159489633,0.9950738916256158,0.6755852842809364,0.8047808764940239,0.7219442458899215,0.8616512698779888,0.7358961071881196
14962603,mixed,dtw,in_domain,123,0.1,0.9845295055821371,1.0,0.6755852842809364,0.8063872255489022,0.7224606580829757,0.8557184698170477,0.7254888750155455
14962603,mixed,dtw,in_domain,123,0.5,0.9660287081339712,1.0,0.28762541806020064,0.44675324675324674,0.33541341653666146,0.8575719097152401,0.7265623642393352
14962603,mixed,dtw,in_domain,256,0.1,0.9845295055821371,1.0,0.6755852842809364,0.8063872255489022,0.7224606580829757,0.8493739809301255,0.722255791630117
14961523,mixed,dtw,in_domain,256,0.5,0.9843700159489633,0.9950738916256158,0.6755852842809364,0.8047808764940239,0.7219442458899215,0.8661120723407283,0.7281266966870666
14961523,mixed,dtw,in_domain,512,0.1,0.9845295055821371,1.0,0.6755852842809364,0.8063872255489022,0.7224606580829757,0.8465756171551574,0.7243588365458287
14961523,mixed,dtw,in_domain,512,0.5,0.9743221690590111,0.96,0.4816053511705686,0.6414253897550112,0.5349182763744429,0.8434075736180838,0.698114845398532
14961523,mixed,dtw,in_domain,999,0.1,0.9824561403508771,1.0,0.6321070234113713,0.7745901639344263,0.6823104693140795,0.8543999453322049,0.7242029318596166
14962604,mixed,dtw,in_domain,999,0.5,0.9840510366826156,0.9853658536585366,0.6755852842809364,0.8015873015873016,0.7209136331192005,0.8614445852837208,0.7276861426473051
