CONDITION	MODE	DIST	DOMAIN	RATIO	SEED	TRAIN_JOBID	TAG
smote	mixed	dtw	in_domain	0.1	999	manual_20260505_122403	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.1_s999
smote	mixed	dtw	in_domain	0.5	0	manual_20260505_095326	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s0
smote	mixed	dtw	in_domain	0.5	1	manual_20260505_102333	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s1
smote	mixed	dtw	in_domain	0.5	123	manual_20260505_112348	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s123
smote	mixed	dtw	in_domain	0.5	13	manual_20260505_105340	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s13
smote	mixed	dtw	in_domain	0.5	1337	manual_20260505_125410	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s1337
smote	mixed	dtw	in_domain	0.5	2024	manual_20260505_132417	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s2024
smote	mixed	dtw	in_domain	0.5	256	manual_20260505_115357	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s256
smote	mixed	dtw	in_domain	0.5	3	manual_20260505_102333	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s3
smote	mixed	dtw	in_domain	0.5	42	manual_20260506_011327	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s42
smote	mixed	dtw	in_domain	0.5	512	manual_20260505_165805	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s512
smote	mixed	dtw	in_domain	0.5	7	manual_20260505_155622	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s7
smote	mixed	dtw	in_domain	0.5	999	manual_20260505_122403	imbalv3_knn_dtw_in_domain_mixed_split2_subjectwise_ratio0.5_s999
smote	mixed	dtw	out_domain	0.1	0	manual_20260504_232119	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s0
smote	mixed	dtw	out_domain	0.1	1	manual_20260504_235125	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s1
smote	mixed	dtw	out_domain	0.1	123	manual_20260505_012147	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s123
smote	mixed	dtw	out_domain	0.1	13	manual_20260505_005139	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s13
smote	mixed	dtw	out_domain	0.1	1337	manual_20260505_025209	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s1337
smote	mixed	dtw	out_domain	0.1	2024	manual_20260505_091114	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s2024
smote	mixed	dtw	out_domain	0.1	256	manual_20260505_012148	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s256
smote	mixed	dtw	out_domain	0.1	3	manual_20260504_235126	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s3
smote	mixed	dtw	out_domain	0.1	42	manual_20260505_005140	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s42
smote	mixed	dtw	out_domain	0.1	512	manual_20260505_015154	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s512
smote	mixed	dtw	out_domain	0.1	7	manual_20260505_002132	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s7
smote	mixed	dtw	out_domain	0.1	999	manual_20260505_022202	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.1_s999
smote	mixed	dtw	out_domain	0.5	0	manual_20260505_124408	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s0
smote	mixed	dtw	out_domain	0.5	1	manual_20260504_235125	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s1
smote	mixed	dtw	out_domain	0.5	123	manual_20260505_012147	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s123
smote	mixed	dtw	out_domain	0.5	13	manual_20260505_005139	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s13
smote	mixed	dtw	out_domain	0.5	1337	manual_20260505_025210	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s1337
smote	mixed	dtw	out_domain	0.5	2024	manual_20260505_032216	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s2024
smote	mixed	dtw	out_domain	0.5	256	manual_20260505_071943	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s256
smote	mixed	dtw	out_domain	0.5	3	manual_20260504_235126	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s3
smote	mixed	dtw	out_domain	0.5	42	manual_20260505_153347	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s42
smote	mixed	dtw	out_domain	0.5	512	manual_20260505_164432	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s512
smote	mixed	dtw	out_domain	0.5	7	manual_20260505_002132	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s7
smote	mixed	dtw	out_domain	0.5	999	manual_20260505_082803	imbalv3_knn_dtw_out_domain_mixed_split2_subjectwise_ratio0.5_s999
smote	mixed	mmd	in_domain	0.1	0	manual_20260504_131932	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s0
smote	mixed	mmd	in_domain	0.1	1	manual_20260505_063402	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s1
smote	mixed	mmd	in_domain	0.1	123	manual_20260504_144947	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s123
smote	mixed	mmd	in_domain	0.1	13	manual_20260504_141941	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s13
smote	mixed	mmd	in_domain	0.1	1337	manual_20260504_235857	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s1337
smote	mixed	mmd	in_domain	0.1	2024	manual_20260504_165012	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s2024
smote	mixed	mmd	in_domain	0.1	256	manual_20260504_151953	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s256
smote	mixed	mmd	in_domain	0.1	3	manual_20260504_134936	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s3
smote	mixed	mmd	in_domain	0.1	42	manual_20260504_144947	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s42
smote	mixed	mmd	in_domain	0.1	512	manual_20260504_232450	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s512
smote	mixed	mmd	in_domain	0.1	7	manual_20260505_080528	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s7
smote	mixed	mmd	in_domain	0.1	999	manual_20260504_154959	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.1_s999
smote	mixed	mmd	in_domain	0.5	0	manual_20260504_131932	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s0
smote	mixed	mmd	in_domain	0.5	1	manual_20260504_134936	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s1
smote	mixed	mmd	in_domain	0.5	123	manual_20260505_235711	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s123
smote	mixed	mmd	in_domain	0.5	13	manual_20260504_231216	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s13
smote	mixed	mmd	in_domain	0.5	1337	manual_20260504_165011	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s1337
smote	mixed	mmd	in_domain	0.5	2024	manual_20260504_172018	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s2024
smote	mixed	mmd	in_domain	0.5	256	manual_20260504_151951	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s256
smote	mixed	mmd	in_domain	0.5	3	manual_20260504_134936	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s3
smote	mixed	mmd	in_domain	0.5	42	manual_20260504_144947	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s42
smote	mixed	mmd	in_domain	0.5	512	manual_20260504_154959	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s512
smote	mixed	mmd	in_domain	0.5	7	manual_20260504_141941	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s7
smote	mixed	mmd	in_domain	0.5	999	manual_20260504_154958	imbalv3_knn_mmd_in_domain_mixed_split2_subjectwise_ratio0.5_s999
smote	mixed	mmd	out_domain	0.1	0	manual_20260504_043321	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s0
smote	mixed	mmd	out_domain	0.1	1	manual_20260504_053235	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s1
smote	mixed	mmd	out_domain	0.1	123	manual_20260504_114945	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s123
smote	mixed	mmd	out_domain	0.1	13	manual_20260504_171015	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s13
smote	mixed	mmd	out_domain	0.1	1337	manual_20260505_012949	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s1337
smote	mixed	mmd	out_domain	0.1	2024	manual_20260505_015425	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s2024
smote	mixed	mmd	out_domain	0.1	256	manual_20260504_142511	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s256
smote	mixed	mmd	out_domain	0.1	3	manual_20260504_070659	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s3
smote	mixed	mmd	out_domain	0.1	42	manual_20260504_094442	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s42
smote	mixed	mmd	out_domain	0.1	512	manual_20260505_094021	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s512
smote	mixed	mmd	out_domain	0.1	7	manual_20260504_151121	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s7
smote	mixed	mmd	out_domain	0.1	999	manual_20260504_162305	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.1_s999
smote	mixed	mmd	out_domain	0.5	0	manual_20260504_051631	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s0
smote	mixed	mmd	out_domain	0.5	1	manual_20260504_134234	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s1
smote	mixed	mmd	out_domain	0.5	123	manual_20260504_130026	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s123
smote	mixed	mmd	out_domain	0.5	13	manual_20260504_100851	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s13
smote	mixed	mmd	out_domain	0.5	1337	manual_20260504_180156	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s1337
smote	mixed	mmd	out_domain	0.5	2024	manual_20260504_190312	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s2024
smote	mixed	mmd	out_domain	0.5	256	manual_20260504_145047	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s256
smote	mixed	mmd	out_domain	0.5	3	manual_20260504_073406	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s3
smote	mixed	mmd	out_domain	0.5	42	manual_20260504_195024	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s42
smote	mixed	mmd	out_domain	0.5	512	manual_20260504_162135	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s512
smote	mixed	mmd	out_domain	0.5	7	manual_20260504_161403	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s7
smote	mixed	mmd	out_domain	0.5	999	manual_20260504_215456	imbalv3_knn_mmd_out_domain_mixed_split2_subjectwise_ratio0.5_s999
smote	mixed	wasserstein	in_domain	0.1	0	manual_20260506_060225	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.1_s0
smote	mixed	wasserstein	in_domain	0.1	1	manual_20260506_124714	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.1_s1
smote	mixed	wasserstein	in_domain	0.1	123	manual_20260506_131618	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.1_s123
smote	mixed	wasserstein	in_domain	0.1	1337	manual_20260506_083251	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.1_s1337
smote	mixed	wasserstein	in_domain	0.1	2024	manual_20260506_093302	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.1_s2024
smote	mixed	wasserstein	in_domain	0.1	256	manual_20260506_080245	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.1_s256
smote	mixed	wasserstein	in_domain	0.1	3	manual_20260506_063231	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.1_s3
smote	mixed	wasserstein	in_domain	0.1	42	manual_20260506_073242	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.1_s42
smote	mixed	wasserstein	in_domain	0.5	0	manual_20260506_060225	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s0
smote	mixed	wasserstein	in_domain	0.5	1	manual_20260506_063231	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s1
smote	mixed	wasserstein	in_domain	0.5	123	manual_20260506_080246	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s123
smote	mixed	wasserstein	in_domain	0.5	1337	manual_20260506_090257	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s1337
smote	mixed	wasserstein	in_domain	0.5	2024	manual_20260506_093302	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s2024
smote	mixed	wasserstein	in_domain	0.5	256	manual_20260506_080247	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s256
smote	mixed	wasserstein	in_domain	0.5	3	manual_20260506_063232	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s3
smote	mixed	wasserstein	in_domain	0.5	42	manual_20260506_073241	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s42
smote	mixed	wasserstein	in_domain	0.5	512	manual_20260506_141854	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s512
smote	mixed	wasserstein	in_domain	0.5	7	manual_20260506_070237	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s7
smote	mixed	wasserstein	in_domain	0.5	999	manual_20260506_083252	imbalv3_knn_wasserstein_in_domain_mixed_split2_subjectwise_ratio0.5_s999
smote	mixed	wasserstein	out_domain	0.1	0	manual_20260506_013432	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s0
smote	mixed	wasserstein	out_domain	0.1	1	manual_20260505_202925	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s1
smote	mixed	wasserstein	out_domain	0.1	123	manual_20260505_213009	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s123
smote	mixed	wasserstein	out_domain	0.1	13	manual_20260505_210002	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s13
smote	mixed	wasserstein	out_domain	0.1	1337	manual_20260505_230030	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s1337
smote	mixed	wasserstein	out_domain	0.1	2024	manual_20260505_233035	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s2024
smote	mixed	wasserstein	out_domain	0.1	256	manual_20260506_122210	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s256
smote	mixed	wasserstein	out_domain	0.1	3	manual_20260505_202956	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s3
smote	mixed	wasserstein	out_domain	0.1	42	manual_20260505_210002	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s42
smote	mixed	wasserstein	out_domain	0.1	512	manual_20260505_220015	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s512
smote	mixed	wasserstein	out_domain	0.1	999	manual_20260506_080517	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.1_s999
smote	mixed	wasserstein	out_domain	0.5	0	manual_20260506_020839	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s0
smote	mixed	wasserstein	out_domain	0.5	1	manual_20260505_202955	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s1
smote	mixed	wasserstein	out_domain	0.5	123	manual_20260505_213009	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s123
smote	mixed	wasserstein	out_domain	0.5	13	manual_20260505_210002	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s13
smote	mixed	wasserstein	out_domain	0.5	2024	manual_20260506_061630	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s2024
smote	mixed	wasserstein	out_domain	0.5	256	manual_20260505_220017	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s256
smote	mixed	wasserstein	out_domain	0.5	3	manual_20260505_202955	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s3
smote	mixed	wasserstein	out_domain	0.5	42	manual_20260505_213008	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s42
smote	mixed	wasserstein	out_domain	0.5	512	manual_20260506_045542	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s512
smote	mixed	wasserstein	out_domain	0.5	7	manual_20260505_210001	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s7
smote	mixed	wasserstein	out_domain	0.5	999	manual_20260505_230030	imbalv3_knn_wasserstein_out_domain_mixed_split2_subjectwise_ratio0.5_s999
smote	source_only	dtw	in_domain	0.1	0	manual_20260505_100628	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s0
smote	source_only	dtw	in_domain	0.1	1	manual_20260505_182624	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s1
smote	source_only	dtw	in_domain	0.1	123	manual_20260505_052217	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s123
smote	source_only	dtw	in_domain	0.1	13	manual_20260505_045209	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s13
smote	source_only	dtw	in_domain	0.1	1337	manual_20260505_062230	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s1337
smote	source_only	dtw	in_domain	0.1	2024	manual_20260505_065236	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s2024
smote	source_only	dtw	in_domain	0.1	256	manual_20260505_124338	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s256
smote	source_only	dtw	in_domain	0.1	3	manual_20260505_201020	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s3
smote	source_only	dtw	in_domain	0.1	42	manual_20260505_052216	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s42
smote	source_only	dtw	in_domain	0.1	512	manual_20260505_055224	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s512
smote	source_only	dtw	in_domain	0.1	7	manual_20260505_111947	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s7
smote	source_only	dtw	in_domain	0.1	999	manual_20260505_062230	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.1_s999
smote	source_only	dtw	in_domain	0.5	0	manual_20260505_035153	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s0
smote	source_only	dtw	in_domain	0.5	1	manual_20260505_103706	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s1
smote	source_only	dtw	in_domain	0.5	123	manual_20260505_112849	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s123
smote	source_only	dtw	in_domain	0.5	13	manual_20260505_045208	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s13
smote	source_only	dtw	in_domain	0.5	1337	manual_20260505_213840	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s1337
smote	source_only	dtw	in_domain	0.5	2024	manual_20260505_065237	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s2024
smote	source_only	dtw	in_domain	0.5	256	manual_20260505_055224	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s256
smote	source_only	dtw	in_domain	0.5	3	manual_20260505_042201	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s3
smote	source_only	dtw	in_domain	0.5	42	manual_20260505_052216	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s42
smote	source_only	dtw	in_domain	0.5	512	manual_20260505_124608	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s512
smote	source_only	dtw	in_domain	0.5	7	manual_20260505_045209	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s7
smote	source_only	dtw	in_domain	0.5	999	manual_20260505_062230	imbalv3_knn_dtw_in_domain_source_only_split2_subjectwise_ratio0.5_s999
smote	source_only	dtw	out_domain	0.1	0	manual_20260506_054652	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s0
smote	source_only	dtw	out_domain	0.1	1	manual_20260506_154802	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s1
smote	source_only	dtw	out_domain	0.1	123	manual_20260503_205802	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s123
smote	source_only	dtw	out_domain	0.1	13	manual_20260504_185039	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s13
smote	source_only	dtw	out_domain	0.1	1337	manual_20260505_100257	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s1337
smote	source_only	dtw	out_domain	0.1	2024	manual_20260504_202032	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s2024
smote	source_only	dtw	out_domain	0.1	256	manual_20260504_192017	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s256
smote	source_only	dtw	out_domain	0.1	3	manual_20260505_014422	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s3
smote	source_only	dtw	out_domain	0.1	42	manual_20260503_190518	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s42
smote	source_only	dtw	out_domain	0.1	512	manual_20260504_192047	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s512
smote	source_only	dtw	out_domain	0.1	7	manual_20260504_182031	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s7
smote	source_only	dtw	out_domain	0.1	999	manual_20260504_195025	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.1_s999
smote	source_only	dtw	out_domain	0.5	0	manual_20260504_175024	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s0
smote	source_only	dtw	out_domain	0.5	1	manual_20260506_154808	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s1
smote	source_only	dtw	out_domain	0.5	123	manual_20260503_225123	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s123
smote	source_only	dtw	out_domain	0.5	13	manual_20260505_024206	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s13
smote	source_only	dtw	out_domain	0.5	1337	manual_20260504_202032	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s1337
smote	source_only	dtw	out_domain	0.5	2024	manual_20260505_101831	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s2024
smote	source_only	dtw	out_domain	0.5	256	manual_20260504_192048	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s256
smote	source_only	dtw	out_domain	0.5	3	manual_20260504_182034	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s3
smote	source_only	dtw	out_domain	0.5	42	manual_20260503_203328	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s42
smote	source_only	dtw	out_domain	0.5	512	manual_20260506_064533	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s512
smote	source_only	dtw	out_domain	0.5	7	manual_20260504_185039	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s7
smote	source_only	dtw	out_domain	0.5	999	manual_20260504_195025	imbalv3_knn_dtw_out_domain_source_only_split2_subjectwise_ratio0.5_s999
smote	source_only	mmd	in_domain	0.1	0	manual_20260505_021831	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s0
smote	source_only	mmd	in_domain	0.1	123	manual_20260503_182443	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s123
smote	source_only	mmd	in_domain	0.1	13	manual_20260504_100259	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s13
smote	source_only	mmd	in_domain	0.1	1337	manual_20260505_143034	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s1337
smote	source_only	mmd	in_domain	0.1	2024	manual_20260505_040527	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s2024
smote	source_only	mmd	in_domain	0.1	256	manual_20260504_100217	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s256
smote	source_only	mmd	in_domain	0.1	3	manual_20260505_072614	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s3
smote	source_only	mmd	in_domain	0.1	42	manual_20260503_173838	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s42
smote	source_only	mmd	in_domain	0.1	512	manual_20260504_100304	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s512
smote	source_only	mmd	in_domain	0.1	7	manual_20260504_100219	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s7
smote	source_only	mmd	in_domain	0.1	999	manual_20260504_100304	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.1_s999
smote	source_only	mmd	in_domain	0.5	0	manual_20260505_043434	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.5_s0
smote	source_only	mmd	in_domain	0.5	123	manual_20260503_140916	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.5_s123
smote	source_only	mmd	in_domain	0.5	13	manual_20260504_100301	imbalv3_knn_mmd_in_domain_source_only_split2_subjectwise_ratio0.5_s13
