CONDITION	MODE	DIST	DOMAIN	RATIO	SEED	TRAIN_JOBID	TAG
smote_plain	target_only	dtw	in_domain	0.5	123	manual_20260505_082302	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s123
smote_plain	target_only	dtw	in_domain	0.5	13	manual_20260505_075255	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s13
smote_plain	target_only	dtw	in_domain	0.5	1337	manual_20260505_092319	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s1337
smote_plain	target_only	dtw	in_domain	0.5	2024	manual_20260506_082250	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s2024
smote_plain	target_only	dtw	in_domain	0.5	256	manual_20260505_085313	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s256
smote_plain	target_only	dtw	in_domain	0.5	3	manual_20260505_140828	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s3
smote_plain	target_only	dtw	in_domain	0.5	42	manual_20260505_082302	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s42
smote_plain	target_only	dtw	in_domain	0.5	512	manual_20260505_085313	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s512
smote_plain	target_only	dtw	in_domain	0.5	7	manual_20260505_075255	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s7
smote_plain	target_only	dtw	in_domain	0.5	999	manual_20260505_143435	smote_plain_knn_dtw_in_domain_target_only_split2_ratio0.5_s999
smote_plain	target_only	dtw	out_domain	0.1	0	manual_20260504_205040	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s0
smote_plain	target_only	dtw	out_domain	0.1	1	manual_20260505_035123	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s1
smote_plain	target_only	dtw	out_domain	0.1	123	manual_20260504_215057	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s123
smote_plain	target_only	dtw	out_domain	0.1	13	manual_20260505_040827	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s13
smote_plain	target_only	dtw	out_domain	0.1	1337	manual_20260504_225112	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s1337
smote_plain	target_only	dtw	out_domain	0.1	2024	manual_20260505_054551	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s2024
smote_plain	target_only	dtw	out_domain	0.1	256	manual_20260505_042300	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s256
smote_plain	target_only	dtw	out_domain	0.1	3	manual_20260504_212049	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s3
smote_plain	target_only	dtw	out_domain	0.1	42	manual_20260503_232627	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s42
smote_plain	target_only	dtw	out_domain	0.1	512	manual_20260504_222103	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s512
smote_plain	target_only	dtw	out_domain	0.1	7	manual_20260504_212049	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s7
smote_plain	target_only	dtw	out_domain	0.1	999	manual_20260504_225111	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.1_s999
smote_plain	target_only	dtw	out_domain	0.5	0	manual_20260504_205040	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.5_s0
smote_plain	target_only	dtw	out_domain	0.5	1	manual_20260504_212353	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.5_s1
smote_plain	target_only	dtw	out_domain	0.5	123	manual_20260504_215057	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.5_s123
smote_plain	target_only	dtw	out_domain	0.5	13	manual_20260504_215056	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.5_s13
smote_plain	target_only	dtw	out_domain	0.5	1337	manual_20260505_114824	smote_plain_knn_dtw_out_domain_target_only_split2_ratio0.5_s1337
